id_clients;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome
6620;47;technician;divorced;secondary;no;84;no;no;cellular;8;aug;49;2;-1;0;unknown
7152;29;management;single;unknown;no;698;no;no;cellular;8;feb;186;1;-1;0;unknown
526;40;admin.;single;secondary;no;664;no;no;cellular;21;jul;1342;2;-1;0;unknown
509;43;entrepreneur;married;secondary;no;104;yes;no;cellular;18;jul;635;3;-1;0;unknown
10832;44;blue-collar;married;secondary;no;294;yes;no;unknown;19;may;66;2;-1;0;unknown
6339;49;technician;divorced;secondary;no;2677;yes;yes;cellular;31;jul;67;3;-1;0;unknown
859;34;technician;married;secondary;no;1035;no;no;cellular;25;aug;1374;10;-1;0;unknown
6463;73;retired;married;primary;no;542;no;no;telephone;29;apr;107;5;-1;0;unknown
1452;31;blue-collar;married;secondary;no;1406;yes;yes;cellular;13;apr;1091;2;-1;0;unknown
9289;37;management;married;tertiary;no;636;no;yes;unknown;5;jun;338;2;-1;0;unknown
4397;40;technician;married;secondary;no;2266;no;no;cellular;16;oct;447;1;147;5;failure
8123;34;technician;married;secondary;no;260;yes;no;cellular;17;apr;20;2;238;2;failure
9405;35;technician;single;primary;no;744;yes;no;cellular;7;apr;1096;1;-1;0;unknown
1764;33;technician;married;secondary;no;557;no;no;cellular;4;may;367;1;-1;0;unknown
5720;54;housemaid;married;primary;no;127;no;no;cellular;19;aug;176;4;-1;0;unknown
9688;55;services;single;secondary;no;-40;yes;no;unknown;12;may;178;2;-1;0;unknown
10117;57;management;married;primary;no;2538;no;yes;telephone;17;jul;485;2;-1;0;unknown
2773;40;technician;married;secondary;no;2338;no;no;cellular;16;oct;717;2;-1;0;unknown
4097;62;retired;married;tertiary;no;2557;yes;no;cellular;10;nov;404;1;57;8;success
10266;33;technician;married;secondary;no;0;no;no;cellular;19;aug;78;3;-1;0;unknown
6185;47;admin.;married;secondary;no;1265;no;no;cellular;7;aug;137;2;-1;0;unknown
1958;44;admin.;divorced;secondary;no;2999;yes;no;cellular;14;may;717;1;-1;0;unknown
9194;57;retired;married;tertiary;no;34;no;yes;cellular;28;jan;139;1;-1;0;unknown
4237;39;services;married;secondary;no;1179;no;no;cellular;25;may;284;1;-1;0;unknown
6130;28;unemployed;married;secondary;no;863;yes;yes;unknown;27;may;355;1;-1;0;unknown
9739;43;blue-collar;married;primary;no;18;yes;no;cellular;14;may;131;2;370;3;other
5544;49;technician;married;primary;no;230;yes;no;unknown;8;may;96;1;-1;0;unknown
7852;49;entrepreneur;married;secondary;no;687;no;no;cellular;18;aug;65;6;-1;0;unknown
7709;43;blue-collar;married;primary;no;0;yes;no;unknown;20;may;592;1;-1;0;unknown
616;41;blue-collar;married;secondary;no;-190;no;yes;cellular;29;jul;808;3;-1;0;unknown
3262;32;management;married;tertiary;no;302;yes;yes;unknown;23;feb;61;1;384;2;failure
7708;38;self-employed;married;secondary;no;138;no;no;unknown;9;may;182;3;-1;0;unknown
8587;47;technician;divorced;secondary;no;191;no;no;cellular;19;aug;228;5;-1;0;unknown
6736;45;services;married;secondary;no;0;no;no;cellular;11;jul;106;2;-1;0;unknown
551;50;entrepreneur;married;tertiary;no;-168;yes;no;cellular;23;jul;1327;2;-1;0;unknown
2711;45;blue-collar;married;secondary;no;10252;no;no;cellular;22;sep;173;1;141;2;success
3227;37;technician;single;tertiary;no;197;no;no;cellular;15;feb;531;1;91;2;success
4907;34;technician;single;secondary;no;2729;yes;no;cellular;18;nov;835;1;-1;0;unknown
5302;66;housemaid;married;secondary;no;1929;no;no;cellular;2;feb;169;1;-1;0;unknown
1936;48;admin.;divorced;secondary;no;83;yes;no;cellular;13;may;1101;1;-1;0;unknown
4490;33;management;single;unknown;no;1534;yes;no;cellular;11;jul;1041;2;-1;0;unknown
5336;58;self-employed;married;tertiary;no;-364;yes;no;unknown;5;may;355;1;-1;0;unknown
9348;56;self-employed;married;secondary;no;784;no;yes;cellular;30;jul;149;2;-1;0;unknown
2939;31;services;single;secondary;no;181;no;no;cellular;13;nov;239;2;93;2;success
5472;49;management;married;tertiary;no;7007;no;no;cellular;17;nov;325;2;-1;0;unknown
6331;35;technician;married;secondary;no;249;no;no;cellular;21;aug;205;8;-1;0;unknown
10839;32;management;married;secondary;no;6217;yes;yes;cellular;18;nov;486;2;181;2;failure
3639;42;technician;divorced;tertiary;no;2611;yes;no;cellular;25;jun;300;1;389;3;failure
6253;46;management;married;tertiary;no;229;yes;no;unknown;5;may;197;1;-1;0;unknown
2185;48;management;married;tertiary;no;3842;no;no;cellular;1;jun;215;2;-1;0;unknown
8155;31;admin.;single;secondary;no;430;yes;no;cellular;15;apr;103;2;-1;0;unknown
6591;60;retired;married;primary;no;71;no;no;cellular;10;jul;121;3;-1;0;unknown
7604;35;technician;single;tertiary;no;33;no;no;cellular;29;aug;300;2;-1;0;unknown
10277;30;blue-collar;single;primary;no;395;no;no;cellular;21;nov;429;1;-1;0;unknown
8176;34;management;married;tertiary;no;101;yes;no;cellular;13;aug;209;5;-1;0;unknown
4166;45;management;divorced;secondary;no;644;yes;no;cellular;19;nov;418;1;168;1;success
3623;24;technician;single;secondary;no;403;no;no;unknown;17;jun;247;1;-1;0;unknown
4970;68;retired;married;secondary;no;1146;no;no;cellular;3;mar;153;2;110;3;success
2894;60;self-employed;married;tertiary;no;10861;no;no;cellular;9;nov;98;1;91;2;failure
5119;66;retired;divorced;unknown;no;53;no;no;cellular;12;jul;562;4;-1;0;unknown
4330;60;blue-collar;married;primary;no;5;no;no;cellular;29;jan;533;1;92;1;success
203;36;services;married;primary;no;0;yes;no;unknown;2;jun;1036;1;-1;0;unknown
8508;36;technician;married;tertiary;no;571;yes;yes;cellular;31;jul;46;3;-1;0;unknown
4597;33;blue-collar;divorced;unknown;yes;-274;yes;yes;cellular;17;apr;715;2;329;2;failure
6096;85;retired;married;unknown;no;1934;no;no;telephone;12;jan;140;1;-1;0;unknown
7527;41;technician;married;secondary;no;0;no;no;cellular;29;aug;141;2;-1;0;unknown
9046;57;retired;married;tertiary;no;11254;no;no;cellular;30;jul;229;2;-1;0;unknown
4429;23;technician;single;secondary;no;598;no;no;cellular;11;nov;406;1;195;1;failure
9361;46;blue-collar;divorced;primary;no;916;yes;no;cellular;11;may;472;2;-1;0;unknown
4695;57;admin.;married;secondary;no;403;yes;no;cellular;18;may;603;1;340;2;other
8881;30;technician;divorced;secondary;no;3100;yes;no;cellular;20;nov;125;1;183;4;failure
478;40;blue-collar;married;secondary;no;-839;yes;yes;cellular;16;jul;1018;2;-1;0;unknown
8172;35;blue-collar;single;secondary;no;487;yes;no;unknown;15;may;117;1;-1;0;unknown
8483;48;unknown;married;unknown;no;3;no;no;cellular;19;aug;104;2;-1;0;unknown
215;31;unemployed;married;secondary;no;86;yes;yes;unknown;3;jun;963;2;-1;0;unknown
10502;30;blue-collar;single;secondary;no;228;no;no;cellular;5;feb;232;1;365;1;failure
1264;61;retired;married;primary;no;197;no;no;cellular;17;feb;113;1;-1;0;unknown
3132;45;management;married;tertiary;no;547;no;no;cellular;2;feb;577;1;-1;0;unknown
1790;50;blue-collar;married;primary;no;5872;yes;no;cellular;5;may;762;3;-1;0;unknown
3431;39;blue-collar;single;secondary;no;1672;yes;no;cellular;20;apr;462;1;648;1;failure
5645;40;technician;married;secondary;no;40;yes;no;cellular;21;nov;73;1;-1;0;unknown
3426;22;student;single;primary;no;3472;no;no;cellular;19;apr;529;1;181;4;success
8072;49;technician;divorced;secondary;no;-236;yes;no;unknown;26;may;204;2;-1;0;unknown
4050;47;admin.;married;secondary;no;3676;no;no;cellular;18;oct;567;1;95;3;success
4532;32;management;married;tertiary;no;169;no;no;telephone;14;aug;698;2;-1;0;unknown
863;41;technician;married;tertiary;no;231;no;no;cellular;26;aug;428;2;-1;0;unknown
2481;26;admin.;single;secondary;no;96;no;no;cellular;11;aug;349;1;70;3;failure
8622;32;unemployed;married;secondary;no;2996;yes;no;unknown;19;may;68;1;-1;0;unknown
6964;27;admin.;single;secondary;no;292;yes;no;cellular;12;may;53;9;362;8;other
3963;62;retired;married;tertiary;no;2557;yes;no;cellular;14;sep;211;1;216;7;success
10748;35;blue-collar;married;secondary;no;74;no;no;cellular;23;jul;248;2;-1;0;unknown
7508;38;services;married;secondary;no;105;no;no;cellular;30;jul;244;2;-1;0;unknown
457;51;entrepreneur;married;secondary;no;-799;no;yes;cellular;15;jul;1001;3;-1;0;unknown
9474;40;management;married;tertiary;no;7780;no;no;telephone;4;may;364;1;355;1;other
2717;77;retired;divorced;secondary;no;0;no;no;cellular;25;sep;210;1;-1;0;unknown
6066;31;admin.;single;secondary;no;-302;yes;yes;unknown;27;may;235;5;-1;0;unknown
9087;59;management;divorced;tertiary;no;1304;no;no;unknown;18;jun;220;1;-1;0;unknown
6004;40;services;married;secondary;no;1305;no;no;cellular;22;jul;255;1;-1;0;unknown
2646;63;retired;married;tertiary;no;1795;no;no;cellular;7;sep;219;1;-1;0;unknown
6160;32;services;single;tertiary;no;785;no;no;cellular;3;jun;273;1;-1;0;unknown
5395;40;blue-collar;married;secondary;no;0;yes;no;unknown;16;may;167;2;-1;0;unknown
11025;43;technician;married;secondary;no;0;no;no;cellular;19;aug;313;3;-1;0;unknown
584;39;housemaid;married;secondary;no;1444;no;no;telephone;25;jul;362;8;-1;0;unknown
1830;36;management;single;tertiary;no;4;yes;no;cellular;7;may;855;2;342;1;failure
8852;40;technician;married;secondary;no;192;no;no;cellular;7;aug;266;2;-1;0;unknown
8637;40;housemaid;married;tertiary;no;795;yes;no;unknown;29;may;725;3;-1;0;unknown
10210;41;self-employed;married;secondary;no;20;no;no;unknown;5;jun;333;1;-1;0;unknown
6498;37;management;single;tertiary;no;2173;no;no;cellular;21;nov;158;3;114;1;failure
7467;27;blue-collar;single;secondary;yes;-3;yes;no;unknown;19;may;265;5;-1;0;unknown
3871;58;management;married;secondary;no;2155;no;yes;cellular;11;aug;248;2;182;7;success
3205;34;blue-collar;married;secondary;no;1454;yes;no;cellular;11;feb;231;2;297;2;failure
4445;31;management;married;tertiary;no;131;no;no;cellular;18;feb;332;2;-1;0;unknown
6247;39;technician;married;secondary;no;2266;no;no;cellular;22;may;86;1;93;4;success
9667;56;retired;married;secondary;no;878;no;no;unknown;20;jun;123;3;-1;0;unknown
2900;33;management;married;tertiary;no;22867;yes;no;cellular;10;nov;266;2;92;3;failure
6;56;management;married;tertiary;no;830;yes;yes;unknown;6;may;1201;1;-1;0;unknown
8950;47;self-employed;married;secondary;no;318;no;no;cellular;21;nov;83;1;-1;0;unknown
9477;50;management;married;tertiary;no;67;no;yes;unknown;20;jun;156;3;-1;0;unknown
8893;48;services;divorced;primary;no;2805;no;yes;cellular;23;jul;212;2;-1;0;unknown
2128;29;technician;single;secondary;no;6;no;no;cellular;25;may;315;1;-1;0;unknown
8785;34;management;married;tertiary;no;0;yes;no;unknown;20;may;150;1;-1;0;unknown
3474;61;retired;divorced;secondary;no;4243;no;no;cellular;30;apr;315;1;182;2;success
4235;30;management;single;tertiary;no;297;no;no;cellular;8;nov;188;1;-1;0;unknown
331;41;blue-collar;married;primary;no;246;no;no;unknown;19;jun;683;3;-1;0;unknown
4848;38;management;married;unknown;no;3576;no;no;cellular;26;may;579;1;-1;0;unknown
7981;55;services;single;secondary;no;1539;no;no;unknown;20;jun;65;2;-1;0;unknown
1273;59;unemployed;married;secondary;no;1047;no;no;cellular;18;feb;83;3;-1;0;unknown
2947;64;retired;married;unknown;no;679;no;no;telephone;16;nov;167;1;-1;0;unknown
2271;31;management;single;tertiary;no;617;no;no;cellular;4;jun;1161;1;97;2;success
1183;31;technician;single;tertiary;no;1109;no;no;cellular;5;feb;642;1;167;2;failure
11092;38;services;married;tertiary;no;0;yes;no;cellular;17;apr;239;1;147;4;failure
961;34;management;single;tertiary;no;1494;yes;no;cellular;18;nov;596;1;182;1;other
98;36;blue-collar;married;secondary;no;4438;yes;no;unknown;20;may;446;1;-1;0;unknown
10815;38;unemployed;married;secondary;no;995;no;no;unknown;26;jul;84;1;-1;0;unknown
5649;59;housemaid;married;primary;no;235;no;no;cellular;13;aug;119;2;-1;0;unknown
2854;66;retired;married;tertiary;no;1948;no;no;cellular;29;oct;106;2;269;2;failure
4171;34;admin.;married;tertiary;no;69;no;yes;cellular;4;aug;120;3;1;6;success
537;41;management;divorced;unknown;no;465;yes;no;cellular;22;jul;1508;1;-1;0;unknown
1989;35;management;single;tertiary;no;916;yes;no;cellular;14;may;460;2;-1;0;unknown
9951;35;management;married;tertiary;no;2682;yes;no;cellular;9;jul;156;1;-1;0;unknown
10092;35;blue-collar;married;secondary;no;625;no;no;cellular;13;may;267;1;-1;0;unknown
4592;34;services;married;secondary;no;1076;no;no;cellular;12;may;152;1;182;6;success
10478;33;management;single;tertiary;no;307;no;no;cellular;23;jul;113;6;179;4;failure
8625;27;self-employed;single;tertiary;no;5214;yes;no;unknown;28;may;94;1;-1;0;unknown
6952;44;admin.;single;secondary;no;4492;no;yes;cellular;31;jul;19;13;-1;0;unknown
5441;60;retired;married;tertiary;no;2194;yes;no;telephone;20;apr;31;3;263;9;failure
4137;30;management;single;tertiary;no;697;no;no;cellular;10;aug;179;3;102;2;success
2257;26;student;single;secondary;no;132;no;no;cellular;4;jun;217;1;-1;0;unknown
5559;65;retired;married;tertiary;no;1948;no;no;cellular;2;feb;102;2;-1;0;unknown
